Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
C1,T01,2023-07-31T00:33:57Z,2023-07-31T03:15:58Z,-65.22678358,45.07960724,-64.73048236,45.24355405,44.25678685,Actual,6,SB,44.25678685,2023-07-31T00:33:57Z,2023-07-31T03:15:58Z,162.0166667,8.849718398,2023,2023-07-30
C1,T02,2023-07-31T03:44:16Z,2023-07-31T06:08:53Z,-64.80538542,45.29618646,-65.23794333,45.14516667,38.981704,Actual,6,SB,38.981704,2023-07-31T03:44:16Z,2023-07-31T06:08:53Z,144.6166667,8.732764262,2023,2023-07-30
FM,T01,2023-08-01T01:23:48Z,2023-08-01T04:13:08Z,-65.2275141,45.05811353,-64.70446659,45.23059171,45.64322757,Actual,6,SB,45.64322757,2023-08-01T01:23:48Z,2023-08-01T04:13:08Z,169.3333333,8.732591681,2023,2023-07-31
FM,T02,2023-08-01T04:42:31Z,2023-08-01T07:14:34Z,-64.78378752,45.28093537,-65.24419008,45.12305892,40.34666019,Actual,6,SB,40.34666019,2023-08-01T04:42:31Z,2023-08-01T07:14:34Z,152.05,8.596673457,2023,2023-08-01
LB,T01,2023-07-31T00:14:36Z,2023-07-31T03:03:42Z,-65.23346677,45.06669605,-64.71398809,45.23860789,45.38789441,Actual,6,SB,45.38789441,2023-07-31T00:14:36Z,2023-07-31T03:03:42Z,169.1,8.695722913,2023,2023-07-30
LB,T02,2023-07-31T03:36:35Z,2023-07-31T06:00:11Z,-64.79270145,45.28924634,-65.23293481,45.13670732,38.68925748,Actual,6,SB,38.68925748,2023-07-31T03:36:35Z,2023-07-31T06:00:11Z,143.6,8.728612611,2023,2023-07-30
LJ,T01,2023-07-31T00:24:42Z,2023-07-31T03:20:52Z,-65.22831966,45.0482745,-64.69231827,45.22357043,46.69013096,Actual,6,SB,46.69013096,2023-07-31T00:24:42Z,2023-07-31T03:20:52Z,176.1666667,8.586390176,2023,2023-07-30
LJ,T02,2023-07-31T03:50:21Z,2023-07-31T06:17:36Z,-64.77199675,45.27424553,-65.22595968,45.11909516,39.79578834,Actual,6,SB,39.79578834,2023-07-31T03:50:21Z,2023-07-31T06:17:36Z,147.25,8.755704042,2023,2023-07-30
LM,T01,2023-07-31T00:13:45Z,2023-07-31T03:02:25Z,-65.2311262,45.08894493,-64.73550001,45.25351749,43.28808073,Actual,6,SB,43.28808073,2023-07-31T00:13:45Z,2023-07-31T03:02:25Z,168.6666667,8.314733482,2023,2023-07-30
LM,T02,2023-07-31T03:30:25Z,2023-07-31T05:45:53Z,-64.81072731,45.30518513,-65.23179167,45.15686234,37.09926565,Actual,6,SB,37.09926565,2023-07-31T03:30:25Z,2023-07-31T05:45:53Z,135.4666667,8.872420834,2023,2023-07-30
MS,T01,2023-07-31T00:44:59Z,2023-07-31T03:27:23Z,-65.17300125,45.05713812,-64.68089169,45.21626082,43.62933417,Actual,6,SB,43.62933417,2023-07-31T00:44:59Z,2023-07-31T03:27:23Z,162.4,8.703658141,2023,2023-07-30
MS,T02,2023-07-31T03:59:42Z,2023-07-31T06:37:30Z,-64.76024888,45.26754806,-65.23233433,45.10683541,42.28982093,Actual,6,SB,42.28982093,2023-07-31T03:59:42Z,2023-07-31T06:37:30Z,157.8,8.682366447,2023,2023-07-30
SL,T01,2023-07-31T01:21:52Z,2023-07-31T04:09:48Z,-65.23459293,45.09746333,-64.74727856,45.26058239,43.7263297,Actual,6,SB,43.7263297,2023-07-31T01:21:52Z,2023-07-31T04:09:48Z,167.9333333,8.4355884,2023,2023-07-30
SL,T02,2023-07-31T04:38:40Z,2023-07-31T07:00:19Z,-64.82468401,45.311765,-65.23787839,45.16513497,37.63909619,Actual,6,SB,37.63909619,2023-07-31T04:38:40Z,2023-07-31T07:00:19Z,141.65,8.608586979,2023,2023-07-31
MS,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,6,SB,47.77303994,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.04638974,-64.69213846,45.22355897,NA,Plan,6,SB,46.85266522,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.05641282,-64.70321026,45.23090128,NA,Plan,6,SB,45.93273391,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.0664359,-64.71428205,45.23824359,NA,Plan,6,SB,45.01325937,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.07645897,-64.72535385,45.2455859,NA,Plan,6,SB,44.09425352,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.08648205,-64.73642564,45.25292821,NA,Plan,6,SB,43.17573082,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.09650513,-64.74749744,45.26027051,NA,Plan,6,SB,42.25770501,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.10652821,-64.75856923,45.26761282,NA,Plan,6,SB,41.34019497,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.11655128,-64.76964103,45.27495513,NA,Plan,6,SB,40.42321726,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.12657436,-64.78071282,45.28229744,NA,Plan,6,SB,39.50679195,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.13659744,-64.79178462,45.28963974,NA,Plan,6,SB,38.59093909,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.14662051,-64.80285641,45.29698205,NA,Plan,6,SB,37.6756851,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.15664359,-64.81392821,45.30432436,NA,Plan,6,SB,36.76105292,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,6,SB,35.84707291,NA,NA,NA,NA,NA,NA
