Vessel,Difference
BP,-2.9419878907820873
C1,4.622134467422256
FM,-6.881467468548095
LB,10.993934430968238
LJ,-2.4596368009226666
LM,0.4980676282747112
MS,4.305071167314026
SL,-4.75390941204391
NA,0
