Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2023-08-28T00:49:31Z,2023-08-28T03:25:48Z,-65.23909919,45.09870648,-64.75776381,45.2614689,41.99342058999999,Actual,8,SB,41.99342058999999,2023-08-28T00:49:31Z,2023-08-28T03:25:48Z,156.28333333333333,8.705181900358921,2023,2023-08-27
BP,T02,2023-08-28T03:49:16Z,2023-08-28T05:46:20Z,-64.83050932,45.30937897,-65.21931273,45.17121913,34.695827669999986,Actual,8,SB,34.695827669999986,2023-08-28T03:49:16Z,2023-08-28T05:46:20Z,117.06666666666666,9.60181344790045,2023,2023-08-27
C1,T01,2023-08-27T23:54:11Z,2023-08-28T02:42:33Z,-65.2388676,45.06286988,-64.72116201,45.23308485,46.16651301700001,Actual,8,SB,46.16651301700001,2023-08-27T23:54:11Z,2023-08-28T02:42:33Z,168.36666666666667,8.883420576417075,2023,2023-08-27
C1,T02,2023-08-28T03:06:09Z,2023-08-28T05:24:15Z,-64.79139579,45.28298254,-65.23571879,45.13197203,39.6753676,Actual,8,SB,39.6753676,2023-08-28T03:06:09Z,2023-08-28T05:24:15Z,138.1,9.307575012742456,2023,2023-08-27
FM,T01,2023-08-29T00:49:18Z,2023-08-29T03:36:51Z,-65.23228741,45.08008311,-64.73232482,45.24706484,43.66488884699999,Actual,8,SB,43.66488884699999,2023-08-29T00:49:18Z,2023-08-29T03:36:51Z,167.55,8.443007812230425,2023,2023-08-28
FM,T02,2023-08-29T04:02:13Z,2023-08-29T06:14:38Z,-64.80763079,45.29888138,-65.22794222,45.15110704,37.03556958,Actual,8,SB,37.03556958,2023-08-29T04:02:13Z,2023-08-29T06:14:38Z,132.41666666666666,9.06119843579449,2023,2023-08-29
LB,T01,2023-08-27T23:36:57Z,2023-08-28T02:36:07Z,-65.23815804,45.03396899,-64.68922786,45.21348974,47.873410795000005,Actual,8,SB,47.873410795000005,2023-08-27T23:36:57Z,2023-08-28T02:36:07Z,179.16666666666666,8.656581473465378,2023,2023-08-27
LB,T02,2023-08-28T03:06:07Z,2023-08-28T05:29:29Z,-64.7618822,45.26780903,-65.23036434,45.10693266,41.16411836,Actual,8,SB,41.16411836,2023-08-28T03:06:07Z,2023-08-28T05:29:29Z,143.36666666666667,9.302076241909136,2023,2023-08-27
LJ,T01,2023-08-27T23:50:43Z,2023-08-28T02:36:34Z,-65.23623895,45.08794363,-64.73940681,45.2540716,43.575115964,Actual,8,SB,43.575115964,2023-08-27T23:50:43Z,2023-08-28T02:36:34Z,165.85,8.512014211180961,2023,2023-08-27
LJ,T02,2023-08-28T03:01:38Z,2023-08-28T05:14:57Z,-64.81677849,45.30483495,-65.23348842,45.15791497,36.77434315,Actual,8,SB,36.77434315,2023-08-28T03:01:38Z,2023-08-28T05:14:57Z,133.31666666666666,8.93654696695787,2023,2023-08-27
