Tag_Num,Date,Julian,Ground,Lat,Lon,returnedDate,returnedJulian,returnedArea,returnedLat,returnedLon,Catch.t,daysAtLarge,dataorigin,Comments
594185,2022-08-24,236,Scots Bay,45.14533333,-65.0025,2022-09-06,249,Scots Bay,45.5,-66,113,13,NA,NA
600440,2022-10-06,279,German Bank,43.35,-66.16666667,2022-10-07,280,Seal Island,43.5,-65.333,135,1,NA,NA
600457,2022-10-06,279,German Bank,43.35,-66.16666667,2022-10-07,280,Seal Island,43.5,-65.333,135,1,NA,NA
600479,2022-10-06,279,German Bank,43.35,-66.16666667,2022-10-07,280,Seal Island,43.5,-65.333,135,1,NA,NA
601148,2022-09-19,262,German Bank,43.32823333,-66.15923333,2022-09-21,264,Seal Island,43.5,-65.333,41,2,NA,NA
601184,2022-09-19,262,German Bank,43.32823333,-66.15923333,2022-09-21,264,Seal Island,43.5,-65.333,45,2,NA,NA
601230,2022-09-19,262,German Bank,43.32823333,-66.15923333,2022-09-21,264,Seal Island,43.5,-65.333,106,2,NA,NA
601412,2022-09-28,271,German Bank,43.26085,-66.32086667,2022-09-30,273,German Bank,43.5,-66.167,83,2,NA,NA
603036,2022-08-30,242,German Bank,43.24338333,-66.33363333,2022-09-01,244,German Bank,43.5,-66.167,78,2,NA,NA
603451,2022-08-31,243,German Bank,43.25115,-66.35738333,2022-09-02,245,German Bank,43.5,-66.167,107,2,NA,NA
603503,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,59,2,NA,NA
603505,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,125,2,NA,NA
603519,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,115,2,NA,NA
603522,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,125,2,NA,NA
603526,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,125,2,NA,NA
603527,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,125,2,NA,NA
603546,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,43.5,-66.167,125,2,NA,NA
603551,2022-09-12,255,German Bank,43.23446667,-66.34903333,2023-08-28,240,Scots Bay,45.13333333,-65.05,107,350,NA,NA
603644,2022-09-13,256,German Bank,43.25433333,-66.39785,2022-09-19,262,German Bank,43.5,-66.167,102,6,NA,NA
603829,2022-09-13,256,German Bank,43.29043333,-66.4312,2022-09-21,264,Seal Island,43.5,-65.333,106,8,NA,NA
