"Tag_Num","Date","Julian","Ground","Lat","Lon","returnedDate","returnedJulian","returnedArea","returnedLat","returnedLon","Catch.t","daysAtLarge","dataorigin","Comments","ReleaseNAFO","ReturnNAFO"
500534,"2022-08-09",221,"Scots Bay",45.16556667,-64.94023333,"2023-09-15",258,"German Bank",NA,NA,NA,402,"complete.returns","","4Xr","4Xq"
564740,"2023-08-28",240,"Scots Bay",45.18027778,-64.95611111,"2023-09-19",262,"German Bank",NA,NA,NA,22,"complete.returns","","4Xr","4Xq"
567207,"2023-08-29",241,"Scots Bay",45.20138889,-64.88638889,"2023-09-06",249,"German Bank",NA,NA,NA,8,"complete.returns","","4Xr","4Xq"
532087,"2023-09-04",247,"German Bank",43.25,-66.35,"2023-09-19",262,"German Bank",NA,NA,NA,15,"complete.returns","","4Xq","4Xq"
500940,"2022-08-10",222,"Scots Bay",45.18843333,-64.88335,"2023-09-06",249,"German Bank",NA,NA,NA,392,"complete.returns","","4Xr","4Xq"
471823,"2023-08-29",241,"Scots Bay",45.21111111,-64.8225,"2023-09-06",249,"German Bank",NA,NA,NA,8,"complete.returns","","4Xr","4Xq"
577946,"2023-09-06",249,"Scots Bay",45.15833333,-65.01138889,"2023-09-15",258,"German Bank",NA,NA,NA,9,"complete.returns","","4Xr","4Xq"
514040,"2021-10-04",277,"German Bank",43.291,-66.45433333,"2023-09-15",258,"German Bank",NA,NA,NA,711,"complete.returns","","4Xq","4Xq"
577445,"2023-09-04",247,"German Bank",43.25972222,-66.37611111,"2023-09-15",258,"German Bank",NA,NA,NA,11,"complete.returns","","4Xq","4Xq"
569147,"2023-08-29",241,"Scots Bay",45.15777778,-65.03361111,"2023-09-15",258,"German Bank",NA,NA,NA,17,"complete.returns","","4Xr","4Xq"
567157,"2023-08-29",241,"Scots Bay",45.20138889,-64.88638889,"2023-09-15",258,"German Bank",NA,NA,NA,17,"complete.returns","","4Xr","4Xq"
569073,"2023-08-29",241,"Scots Bay",45.15777778,-65.03361111,"2023-09-06",249,"German Bank",NA,NA,NA,8,"complete.returns","","4Xr","4Xq"
471652,"2023-08-28",240,"Scots Bay",45.1633,-64.9931,"2023-09-06",249,"German Bank",NA,NA,NA,9,"complete.returns","","4Xr","4Xq"
567423,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-05",248,"German Bank ",NA,NA,216,2,"complete.returns","","4Xq","4Xq"
577188,"2023-08-31",243,"German Bank",43.28888889,-66.42055556,"2023-09-05",248,"German Bank ",NA,NA,145,5,"complete.returns","","4Xq","4Xq"
569222,"2023-08-29",241,"Scots Bay",45.18972222,-64.92277778,"2023-09-15",258,"German Bank ",NA,NA,107,17,"complete.returns","","4Xr","4Xq"
564577,"2023-08-29",241,"Scots Bay",45.19805556,-64.85777778,"2023-09-15",258,"German Bank ",NA,NA,43,17,"complete.returns","","4Xr","4Xq"
471671,"2023-08-28",240,"Scots Bay",45.1633,-64.9931,"2023-09-15",258,"German Bank ",NA,NA,106,18,"complete.returns","","4Xr","4Xq"
564925,"2023-08-28",240,"Scots Bay",45.18027778,-64.95611111,"2023-09-15",258,"German Bank ",NA,NA,107,18,"complete.returns","","4Xr","4Xq"
564033,"2023-08-28",240,"Scots Bay",45.14111111,-65.05194444,"2023-09-15",258,"German Bank ",NA,NA,107,18,"complete.returns","","4Xr","4Xq"
572437,"2023-08-27",239,"Scots Bay",45.13527778,-65.06972222,"2023-09-15",258,"German Bank ",NA,NA,107,19,"complete.returns","","4Xr","4Xq"
567558,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-15",258,"German Bank ",NA,NA,107,12,"complete.returns","","4Xq","4Xq"
567504,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-15",258,"German Bank ",NA,NA,107,12,"complete.returns","","4Xq","4Xq"
532380,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-15",258,"German Bank ",NA,NA,107,4,"complete.returns","","4Xq","4Xq"
528334,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-15",258,"German Bank ",NA,NA,107,9,"complete.returns","","4Xq","4Xq"
567366,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-15",258,"German Bank ",NA,NA,107,12,"complete.returns","","4Xq","4Xq"
567456,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-15",258,"German Bank ",NA,NA,107,12,"complete.returns","","4Xq","4Xq"
532379,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-15",258,"German Bank ",NA,NA,107,4,"complete.returns","","4Xq","4Xq"
528252,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-15",258,"German Bank ",NA,NA,107,9,"complete.returns","","4Xq","4Xq"
532328,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-19",262,"German Bank ",NA,NA,171,8,"complete.returns","","4Xq","4Xq"
573297,"2023-09-14",257,"German Bank",43.3075,-66.4,"2023-09-19",262,"German Bank ",NA,NA,171,5,"complete.returns","","4Xq","4Xq"
567517,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-19",262,"German Bank ",NA,NA,171,16,"complete.returns","","4Xq","4Xq"
528223,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-19",262,"German Bank ",NA,NA,171,13,"complete.returns","","4Xq","4Xq"
574256,"2023-09-12",255,"German Bank",43.31,-66.2847,"2023-09-19",262,"German Bank ",NA,NA,171,7,"complete.returns","","4Xq","4Xq"
528317,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-19",262,"German Bank ",NA,NA,171,13,"complete.returns","","4Xq","4Xq"
532306,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-19",262,"German Bank ",NA,NA,171,8,"complete.returns","","4Xq","4Xq"
574299,"2023-09-12",255,"German Bank",43.31,-66.2847,"2023-09-19",262,"German Bank ",NA,NA,171,7,"complete.returns","","4Xq","4Xq"
567425,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-19",262,"German Bank ",NA,NA,171,16,"complete.returns","","4Xq","4Xq"
567564,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-19",262,"German Bank ",NA,NA,47,16,"complete.returns","","4Xq","4Xq"
528373,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-19",262,"German Bank ",NA,NA,47,13,"complete.returns","","4Xq","4Xq"
574585,"2023-09-18",261,"German Bank",43.26666667,-66.36666667,"2023-09-21",264,"German Bank ",NA,NA,121,3,"complete.returns","","4Xq","4Xq"
477328,"2023-09-18",261,"German Bank",43.28805556,-66.14,"2023-09-21",264,"German Bank ",NA,NA,121,3,"complete.returns","","4Xq","4Xq"
574191,"2023-09-12",255,"German Bank",43.31,-66.2847,"2023-09-21",264,"German Bank ",NA,NA,194,9,"complete.returns","","4Xq","4Xq"
567566,"2023-09-03",246,"German Bank",43.27138889,-66.37361111,"2023-09-21",264,"German Bank ",NA,NA,194,18,"complete.returns","","4Xq","4Xq"
532316,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-21",264,"German Bank ",NA,NA,194,10,"complete.returns","","4Xq","4Xq"
574007,"2023-09-12",255,"German Bank",43.26888889,-66.37583333,"2023-09-21",264,"German Bank ",NA,NA,117,9,"complete.returns","","4Xq","4Xq"
528253,"2023-09-06",249,"German Bank",43.26472222,-66.35638889,"2023-09-29",272,"German Bank ",NA,NA,82,23,"complete.returns","","4Xq","4Xq"
510561,"2022-08-29",241,"German Bank",43.31666667,-66.36666667,"2023-09-29",272,"German Bank ",NA,NA,82,396,"complete.returns","","4Xq","4Xq"
564541,"2023-08-29",241,"Scots Bay",45.19805556,-64.85777778,"2023-09-29",272,"German Bank ",NA,NA,82,31,"complete.returns","","4Xr","4Xq"
564929,"2023-08-28",240,"Scots Bay",45.18027778,-64.95611111,"2023-09-29",272,"German Bank ",NA,NA,82,32,"complete.returns","","4Xr","4Xq"
532319,"2023-09-11",254,"German Bank",43.25,-66.4,"2023-09-28",271,"German Bank ",NA,NA,82,17,"complete.returns","","4Xq","4Xq"
569079,"2023-08-29",241,"Scots Bay",45.15777778,-65.03361111,"2023-09-29",272,"German Bank ",NA,NA,82,31,"complete.returns","","4Xr","4Xq"
528796,"2023-09-12",255,"German Bank",43.31916667,-66.16166667,"2023-09-29",272,"German Bank ",NA,NA,82,17,"complete.returns","","4Xq","4Xq"
573468,"2023-09-17",260,"German Bank",43.28388889,-66.39083333,"2023-10-11",284,"German Bank ",NA,NA,186,24,"complete.returns","","4Xq","4Xq"
564309,"2023-08-29",241,"Scots Bay",45.19805556,-64.85777778,"2023-10-11",284,"German Bank ",NA,NA,186,43,"complete.returns","","4Xr","4Xq"
532013,"2023-09-04",247,"German Bank",43.25,-66.35,"2023-09-28",271,"German Bank ",NA,NA,NA,24,"complete.returns","","4Xq","4Xq"
418251,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-11-08",313,"Grand Manan",NA,NA,NA,120,"complete.returns","","4Xq","4Xr"
524812,"2023-07-18",199,"Grand Manan",44.60277778,-66.59166667,"2023-07-20",201,"Grand Manan",NA,NA,62,2,"complete.returns","","4Xr","4Xr"
593841,"2023-06-22",173,"Grand Manan Banks",44.29798333,-66.93935,"2023-07-07",188,"Grand Manan",NA,NA,125,15,"complete.returns","","4Xq","4Xr"
509990,"2023-07-10",191,"Grand Manan",44.63333333,-66.63333333,"2023-07-11",192,"Grand Manan",NA,NA,20,1,"complete.returns","","4Xr","4Xr"
556394,"2023-06-28",179,"Grand Manan",44.64388889,-66.65,"2023-07-11",192,"Grand Manan",NA,NA,20,13,"complete.returns","","4Xr","4Xr"
557233,"2023-07-05",186,"Grand Manan",44.59305556,-66.58416667,"2023-07-19",200,"Grand Manan",NA,NA,95,14,"complete.returns","AREA 1 GRAND MANAN","4Xr","4Xr"
501859,"2023-06-26",177,"Grand Manan",44.60116667,-66.59533333,"2023-07-20",201,"Grand Manan",NA,NA,46,24,"complete.returns","AREA 1 GRAND MANAN","4Xr","4Xr"
529022,"2023-10-01",274,"Grand Manan",44.63277778,-66.63972222,"2023-10-02",275,"Grand Manan",NA,NA,42,1,"complete.returns","","4Xr","4Xr"
521966,"2023-08-28",240,"Trinity",44.05,-66.46666667,"2024-06-12",164,"Grand Manan",NA,NA,NA,289,"complete.returns","","4Xq","4Xr"
529460,"2023-10-04",277,"Long Island",44.36222222,-66.32055556,"2024-06-13",165,"Grand Manan",NA,NA,NA,253,"complete.returns","","4Xq","4Xr"
529179,"2023-10-01",274,"Grand Manan",44.63277778,-66.63972222,"2024-06-26",178,"Grand Manan",NA,NA,NA,269,"complete.returns","","4Xr","4Xr"
487227,"2022-10-12",285,"Grand Manan",44.75,-66.71666667,"2022-10-17",290,"Grand Manan ",NA,NA,103,5,"complete.returns","","4Xr","4Xr"
469700,"2021-07-18",199,"Scots Bay",45.29146667,-64.92868333,"2021-10-14",287,"Grand Manan Banks",NA,NA,80,88,"complete.returns","","4Xr","4Xr"
584951,"2021-07-06",187,"Grand Manan Banks",44.26341667,-66.99936667,"2021-10-24",297,"Grand Manan Banks",NA,NA,137,110,"complete.returns","","4Xq","4Xr"
426494,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-08-31",244,"Grand Manan Banks",NA,NA,NA,36,"complete.returns","","4Xq","4Xr"
593181,"2023-06-20",171,"Grand Manan Banks",44.2814,-66.96776667,"2023-06-21",172,"Grand Manan Banks",NA,NA,10,1,"complete.returns","","4Xq","4Xr"
575759,"2023-10-09",282,"Grand Manan Banks",44.1547222,-67.10972222,"2023-10-16",289,"Grand Manan Banks",NA,NA,91,7,"complete.returns","","4Xq","4Xr"
449455,"2018-06-27",178,"Grand Manan Banks",44.44633333,-66.6723,"2019-01-08",8,"Grand Manan Mumps Weir",NA,NA,NA,195,"complete.returns","","4Xq","4Xr"
450645,"2018-07-02",183,"Grand Manan",44.61216667,-66.6405,"2019-01-08",8,"Grand Manan Mumps Weir",NA,NA,NA,190,"complete.returns","","4Xr","4Xr"
423308,"2016-08-02",215,"German Bank",43.3678,-66.3952,"2016-08-04",217,"Gully 4Xq",NA,NA,NA,2,"complete.returns","","4Xq",NA
459573,"2019-08-06",218,"Scots Bay",45.18925,-65.0085,"2019-08-19",231,"Leroy Island Shore (4WX)",NA,NA,NA,13,"complete.returns","","4Xr",NA
431444,"2016-08-10",223,"German Bank",43.4248,-66.398,"2016-09-14",258,"Long Island",NA,NA,NA,35,"complete.returns","","4Xq","4Xq"
433596,"2016-08-17",230,"Grand Manan Banks",44.258,-66.9992,"2016-10-04",278,"Long Island",NA,NA,NA,48,"complete.returns","","4Xq","4Xq"
453163,"2017-07-27",208,"German Bank",43.43233333,-66.4178,"2018-06-01",152,"Long Island",NA,NA,NA,309,"complete.returns","","4Xq","4Xq"
459473,"2019-08-06",218,"Scots Bay",45.06175,-65.1709,"2019-08-19",231,"Long Island",NA,NA,NA,13,"complete.returns","","4Xr","4Xq"
521299,"2023-08-23",235,"German Bank",43.38333333,-66.16666667,"2023-10-13",286,"Long Island",NA,NA,97,51,"complete.returns","","4Xq","4Xq"
500271,"2022-08-07",219,"Scots Bay",45.15536667,-65.10636667,"2022-08-11",223,"Long Island Shore",NA,NA,25,4,"complete.returns","","4Xr","4Xq"
513256,"2021-07-01",182,"Trinity",43.88933333,-66.48716667,"2021-07-05",186,"Long Island Shore",NA,NA,100,4,"complete.returns","","4Xq","4Xq"
206567,"2020-07-16",198,"Trinity",44.07733,-66.435,"2020-08-17",230,"Long Island Shore",NA,NA,84,32,"complete.returns","","4Xq","4Xq"
206575,"2020-07-16",198,"Trinity",44.07733,-66.435,"2020-08-18",231,"Long Island Shore",NA,NA,84,33,"complete.returns","","4Xq","4Xq"
480898,"2020-08-24",237,"Scots Bay",45.18795,-65.0152,"2020-09-08",252,"Lurcher",NA,NA,159,15,"complete.returns","","4Xr","4Xq"
204908,"2020-06-07",159,"Grand Manan Banks",44.27216667,-67.0127,"2020-07-17",199,"Lurcher",NA,NA,37,40,"complete.returns","","4Xq","4Xq"
521399,"2023-08-23",235,"German Bank",43.38333333,-66.16666667,"2024-06-07",159,"Lurcher",NA,NA,NA,289,"complete.returns","","4Xq","4Xq"
515215,"2021-07-18",199,"Scots Bay",45.29666667,-64.85283333,"2021-08-04",216,"McDormand Patch",NA,NA,46,17,"complete.returns","","4Xr",NA
511675,"2021-06-20",171,"Scots Bay",45.117,-65.1205,"2021-08-04",216,"McDormand Patch",NA,NA,46,45,"complete.returns","","4Xr",NA
207368,"2020-07-17",199,"Trinity",44.06417,-66.4312,"2020-07-22",204,"McDormand Patch",NA,NA,71,5,"complete.returns","","4Xq",NA
34493,"2019-07-08",189,"Scots Bay",45.14918333,-64.9086,"2019-09-06",249,"McDormand Patch",NA,NA,NA,60,"complete.returns","McDormant Patch","4Xr",NA
414521,"2019-08-28",240,"Trinity",44.13136667,-66.4824,"2019-09-06",249,"McDormand Patch",NA,NA,NA,9,"complete.returns","McDormant Patch","4Xq",NA
445793,"2018-08-12",224,"Long Island",44.57166667,-66.094,"2019-09-06",249,"McDormand Patch",NA,NA,NA,390,"complete.returns","McDormant Patch","4Xq",NA
455333,"2019-07-21",202,"Scots Bay",45.1977,-64.9887,"2019-08-01",213,"McDormand Patch",NA,NA,NA,11,"complete.returns","McDormant Patch","4Xr",NA
455750,"2019-07-21",202,"Scots Bay",44.977,-65.4,"2019-09-06",249,"McDormand Patch",NA,NA,NA,47,"complete.returns","McDormant Patch","4Xr",NA
460329,"2019-07-24",205,"Lurcher",43.84401667,-66.5076,"2019-09-06",249,"McDormand Patch",NA,NA,NA,44,"complete.returns","McDormant Patch","4Xq",NA
442788,"2018-06-26",177,"Grand Manan Banks",44.44633333,-66.6723,"2018-08-10",222,"Mill Cove Back Bay",NA,NA,NA,45,"complete.returns","","4Xq",NA
449347,"2018-06-27",178,"Grand Manan Banks",44.44633333,-66.6723,"2018-08-13",225,"Mill Cove Back Bay",NA,NA,NA,47,"complete.returns","","4Xq",NA
460200,"2019-07-24",205,"Lurcher",43.84401667,-66.5076,"2020-03-06",66,"Mill Cove, Campobello ",NA,NA,NA,226,"complete.returns","","4Xq",NA
449786,"2018-07-02",183,"Grand Manan",44.61216667,-66.6405,"2018-08-07",219,"Money Cove Weir",NA,NA,NA,36,"complete.returns","","4Xr",NA
450446,"2018-07-02",183,"Grand Manan",44.61216667,-66.6405,"2018-07-29",210,"Money Cove Weir",NA,NA,NA,27,"complete.returns","","4Xr",NA
450689,"2018-07-02",183,"Grand Manan",44.61216667,-66.6405,"2018-08-06",218,"Money Cove Weir",NA,NA,NA,35,"complete.returns","","4Xr",NA
512567,"2021-08-09",221,"Long Island",44.3225,-66.38416667,"2021-08-10",222,"Moore's Ledge",NA,NA,48,1,"complete.returns","","4Xq",NA
512503,"2021-08-09",221,"Long Island",44.3225,-66.38416667,"2021-08-10",222,"Moore's Ledge",NA,NA,48,1,"complete.returns","","4Xq",NA
40619,"2020-06-08",160,"Gannet Dry Ledge",43.64667,-66.865,"2020-09-04",248,"Moore's Ledge",NA,NA,34,88,"complete.returns","","4Xq",NA
512543,"2021-08-09",221,"Long Island",44.3225,-66.38416667,"2021-08-10",222,"Moore's Ledge & Prong",NA,NA,31,1,"complete.returns","","4Xq",NA
442133,"2018-06-26",177,"Grand Manan Banks",44.44633333,-66.6723,"2018-08-18",230,"Mumps weir Shutoff",NA,NA,NA,53,"complete.returns","","4Xq",NA
513483,"2021-07-01",182,"Trinity",43.88933333,-66.48716667,"2021-08-16",228,"North West Ledge",NA,NA,98,46,"complete.returns","","4Xq",NA
206562,"2020-07-16",198,"Trinity",44.07733,-66.435,"2020-09-03",247,"North West Ledge",NA,NA,114,49,"complete.returns","","4Xq",NA
437718,"2016-08-12",225,"German Bank",43.3017,-66.3945,"2016-10-03",277,"North West Ledge",NA,NA,NA,52,"complete.returns","","4Xq",NA
440150,"2016-08-07",220,"German Bank",43.456,-66.3372,"2016-10-04",278,"North West Ledge",NA,NA,NA,58,"complete.returns","","4Xq",NA
556552,"2023-07-03",184,"Scots Bay",45.27555556,-64.9625,"2023-10-19",292,"North West Ledge",NA,NA,125,108,"complete.returns","","4Xr",NA
529254,"2023-10-02",275,"Grand Manan",44.67416667,-66.65333333,"2023-10-19",292,"North West Ledge",NA,NA,125,17,"complete.returns","","4Xr",NA
439384,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-26",269,"Northeast Bank",NA,NA,NA,63,"complete.returns","","4Xq","4Xq"
439468,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-25",268,"Northeast Bank",NA,NA,NA,62,"complete.returns","","4Xq","4Xq"
439523,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-19",262,"Northeast Bank",NA,NA,NA,56,"complete.returns","","4Xq","4Xq"
439546,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-18",261,"Northeast Bank",NA,NA,NA,55,"complete.returns","","4Xq","4Xq"
439872,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-26",269,"Northeast Bank",NA,NA,NA,63,"complete.returns","","4Xq","4Xq"
444640,"2017-07-25",206,"Grand Manan Banks",44.25366667,-67.0403,"2017-09-18",261,"Northeast Bank",NA,NA,NA,55,"complete.returns","","4Xq","4Xq"
584493,"2021-07-05",186,"Grand Manan Banks",44.2862,-66.97301667,"2021-08-13",225,"Northeast Bank",NA,NA,42,39,"complete.returns","","4Xq","4Xq"
580027,"2021-06-14",165,"Gannet Dry Ledge",43.62055,-66.97898333,"2021-10-05",278,"Northeast Bank",NA,NA,43,113,"complete.returns","","4Xq","4Xq"
41118,"2020-06-10",162,"Lurcher",43.76833333,-66.8817,"2020-10-21",295,"Northeast Bank",NA,NA,29,133,"complete.returns","","4Xq","4Xq"
204235,"2019-06-12",163,"Grand Manan Banks",44.392,-66.7198,"2019-06-18",169,"Northeast Bank",NA,NA,NA,6,"complete.returns","","4Xq","4Xq"
417050,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-08-18",231,"Northeast Bank",NA,NA,NA,38,"complete.returns","","4Xq","4Xq"
417442,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-08-17",230,"Northeast Bank",NA,NA,NA,36,"complete.returns","","4Xq","4Xq"
417451,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-08-24",237,"Northeast Bank",NA,NA,NA,43,"complete.returns","","4Xq","4Xq"
417464,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-08-29",242,"Northeast Bank",NA,NA,NA,48,"complete.returns","","4Xq","4Xq"
417512,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-08-17",230,"Northeast Bank",NA,NA,NA,37,"complete.returns","","4Xq","4Xq"
417617,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-08-17",230,"Northeast Bank",NA,NA,NA,37,"complete.returns","","4Xq","4Xq"
417874,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-08-31",244,"Northeast Bank",NA,NA,NA,51,"complete.returns","","4Xq","4Xq"
417887,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-09-07",251,"Northeast Bank",NA,NA,NA,58,"complete.returns","","4Xq","4Xq"
418119,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-09-09",253,"Northeast Bank",NA,NA,NA,60,"complete.returns","","4Xq","4Xq"
418175,"2016-07-11",193,"Grand Manan Banks",44.13,-67.1183,"2016-09-01",245,"Northeast Bank",NA,NA,NA,52,"complete.returns","","4Xq","4Xq"
418828,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-09-06",250,"Northeast Bank",NA,NA,NA,56,"complete.returns","","4Xq","4Xq"
418844,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-08-16",229,"Northeast Bank",NA,NA,NA,35,"complete.returns","","4Xq","4Xq"
422173,"2016-07-05",187,"German Bank",43.4483,-66.7167,"2016-09-30",274,"Northeast Bank",NA,NA,NA,87,"complete.returns","","4Xq","4Xq"
422812,"2016-08-01",214,"German Bank",43.4042,-66.3963,"2016-10-14",288,"Northeast Bank",NA,NA,NA,74,"complete.returns","","4Xq","4Xq"
425061,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-08-24",237,"Northeast Bank",NA,NA,NA,43,"complete.returns","","4Xq","4Xq"
425064,"2016-07-12",194,"Grand Manan Banks",44.1042,-67.1233,"2016-09-01",245,"Northeast Bank",NA,NA,NA,51,"complete.returns","","4Xq","4Xq"
425765,"2016-07-25",207,"Grand Manan Banks",44.1367,-67.1485,"2016-09-07",251,"Northeast Bank",NA,NA,NA,44,"complete.returns","","4Xq","4Xq"
425809,"2016-07-25",207,"Grand Manan Banks",44.1367,-67.1485,"2016-08-22",235,"Northeast Bank",NA,NA,NA,28,"complete.returns","","4Xq","4Xq"
426125,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-08-17",230,"Northeast Bank",NA,NA,NA,22,"complete.returns","","4Xq","4Xq"
426195,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-09-07",251,"Northeast Bank",NA,NA,NA,43,"complete.returns","","4Xq","4Xq"
426234,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-09-02",246,"Northeast Bank",NA,NA,NA,38,"complete.returns","","4Xq","4Xq"
426486,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-09-08",252,"Northeast Bank",NA,NA,NA,44,"complete.returns","","4Xq","4Xq"
426633,"2016-07-26",208,"Grand Manan Banks",44.1407,-67.1493,"2016-09-09",253,"Northeast Bank",NA,NA,NA,45,"complete.returns","","4Xq","4Xq"
426936,"2016-08-02",215,"Grand Manan Banks",44.1733,-67.105,"2016-08-19",232,"Northeast Bank",NA,NA,NA,17,"complete.returns","","4Xq","4Xq"
427393,"2016-08-02",215,"Grand Manan Banks",44.1733,-67.105,"2016-08-17",230,"Northeast Bank",NA,NA,NA,15,"complete.returns","","4Xq","4Xq"
427496,"2016-08-02",215,"Grand Manan Banks",44.1733,-67.105,"2016-09-06",250,"Northeast Bank",NA,NA,NA,35,"complete.returns","","4Xq","4Xq"
427727,"2016-08-03",216,"Grand Manan Banks",44.125,-67.121,"2016-08-25",238,"Northeast Bank",NA,NA,NA,22,"complete.returns","","4Xq","4Xq"
427813,"2016-08-03",216,"Grand Manan Banks",44.125,-67.121,"2016-08-25",238,"Northeast Bank",NA,NA,NA,22,"complete.returns","","4Xq","4Xq"
427820,"2016-08-03",216,"Grand Manan Banks",44.125,-67.121,"2016-08-19",232,"Northeast Bank",NA,NA,NA,16,"complete.returns","","4Xq","4Xq"
428167,"2016-08-03",216,"Grand Manan Banks",44.125,-67.121,"2016-08-19",232,"Northeast Bank",NA,NA,NA,16,"complete.returns","","4Xq","4Xq"
428374,"2016-08-04",217,"Grand Manan Banks",44.0895,-67.1285,"2016-08-23",236,"Northeast Bank",NA,NA,NA,19,"complete.returns","","4Xq","4Xq"
428401,"2016-08-04",217,"Grand Manan Banks",44.0895,-67.1285,"2016-09-06",250,"Northeast Bank",NA,NA,NA,33,"complete.returns","","4Xq","4Xq"
428528,"2016-08-04",217,"Grand Manan Banks",44.0895,-67.1285,"2016-09-06",250,"Northeast Bank",NA,NA,NA,33,"complete.returns","","4Xq","4Xq"
428586,"2016-08-04",217,"Grand Manan Banks",44.0895,-67.1285,"2016-08-11",224,"Northeast Bank",NA,NA,NA,7,"complete.returns","","4Xq","4Xq"
428673,"2016-08-04",217,"Grand Manan Banks",44.0895,-67.1285,"2016-09-06",250,"Northeast Bank",NA,NA,NA,33,"complete.returns","","4Xq","4Xq"
430078,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-30",243,"Northeast Bank",NA,NA,NA,15,"complete.returns","","4Xq","4Xq"
430121,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-09-08",252,"Northeast Bank",NA,NA,NA,24,"complete.returns","","4Xq","4Xq"
430142,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430283,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430295,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430464,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430522,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430705,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430859,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-17",230,"Northeast Bank",NA,NA,NA,2,"complete.returns","","4Xq","4Xq"
430868,"2016-08-15",228,"Grand Manan Banks",44.2657,-67.0152,"2016-08-19",232,"Northeast Bank",NA,NA,NA,4,"complete.returns","","4Xq","4Xq"
433341,"2016-08-16",229,"Grand Manan Banks",44.265,-67.1142,"2016-09-09",253,"Northeast Bank",NA,NA,NA,24,"complete.returns","","4Xq","4Xq"
