Tag_Num,returnedArea,returnedLat,returnedLon,returnedDate,ReturnedBoat,GearType,Company,Catch.t,dataorigin,originalDF,id,Comments,RemovalReason,returnedJulian,Date,Lon,Lat,Ground,Julian,daysAtLarge,BOAT,returnedDate_parsed,
569831,Scots Bay,NA,NA,2023-09-12,LADY MELISSA,Purse Seine,Comeau,38,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,NA,NA,Days at large <= 0 ( 0 ),255,2023-09-12,-66.34027778,44.29472222,Long Island,255,0,NA,NA,
574694,German Bank,43.25,-66.36666667,2023-09-15,Fundy Monarch,Purse Seine,Connors,108,2023TagReturns,complete.returns,NA,NA,Days at large <= 0 ( -6 ),258,2023-09-21,-66.37888889,43.32944444,German Bank,264,-6,NA,NA,
533396,Scots Bay,NA,NA,2023-09-26,Canada 100,Purse Seine,Connors,NA,2023TagReturns,complete.returns,NA,NA,Days at large <= 0 ( -1 ),269,2023-09-27,-66.2886,43.20638889,German Bank,270,-1,NA,NA,
NA,German Bank,NA,NA,2023-09-06,LADY MELISSA,Purse Seine,Comeau,148,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,NA,NA,Missing complete Tag Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564161,Scots Bay,NA,NA,NA,Canada 100,Purse Seine,Connors,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
572411,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Barry Group,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567482,UNKNOWN,43.28733333,-66.4115,NA,Lady Janice,Purse Seine,Comeau,84,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,01-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569215,UNKNOWN,43.28733333,-66.4115,NA,Lady Janice,Purse Seine,Comeau,84,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,01-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569032,UNKNOWN,43.28733333,-66.4115,NA,Lady Janice,Purse Seine,Comeau,84,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,01-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564460,UNKNOWN,43.28733333,-66.4115,NA,Lady Janice,Purse Seine,Comeau,84,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,01-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564341,UNKNOWN,43.28733333,-66.4115,NA,Lady Janice,Purse Seine,Comeau,84,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,01-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
532275,German Bank,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-11-01 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567881,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Comeau,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471754,Scots Bay,45.131,-65.07066667,NA,Canada 100,Purse Seine,Connors,81,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,03-09-2024 Canada 100,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
502977,German Bank,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-10-03 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
566638,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2025-02-04 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
577472,UNKNOWN,43.26666667,-66.35,NA,Fundy Monarch,Purse Seine,Connors,185,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Fundy Monarch,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567083,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567442,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564416,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567465,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564456,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564640,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567923,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564349,Seal Island,43.26666667,-66.385,NA,Lady Melissa,Purse Seine,Comeau,78,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,05-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564107,Scots Bay,45.16266667,-64.97283333,NA,Canada 100,Purse Seine,Connors,106,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567570,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567207,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
500940,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471823,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569073,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471652,UNKNOWN,43.25,-66.38333333,NA,Brunswick Provider,Purse Seine,Connors,122,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used BP as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
521399,Lurcher,43.9,-68.465,NA,LEROY & BARRY,Purse Seine,Scotia Gardens,66,2024 Tag Returns,Herring Research Tags Collected Information (1).xlsx,07-06-2024 LEROY & BARRY,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
528137,German Bank,45.15433333,-64.99233333,NA,Lady Janice,Purse Seine,Comeau,147,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,07-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567428,German Bank,45.15433333,-64.99233333,NA,Lady Janice,Purse Seine,Comeau,147,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,07-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564354,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567510,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564891,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471841,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567176,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
502446,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471495,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
563788,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
563824,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567199,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567221,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564937,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567200,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,RKM,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
532142,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Cape Breeze,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564665,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,CP,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564319,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
594136,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564852,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567224,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
572426,UNKNOWN,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471581,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,RM Murphy,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567116,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Seacreast,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471749,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Cape Breeze,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564842,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Cape Breeze,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567037,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Cape Breeze,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564361,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Cape Breeze,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564318,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Cape Breeze,NA,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
578866,UNKNOWN,45.11666667,-65.03333333,NA,Fundy Monarch,Purse Seine,Seacreast,152,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
521966,Grand Manan,43.59666667,-66.62,NA,LEROY & BARRY,Purse Seine,Scotia Gardens,109,2024 Tag Returns,Herring Research Tags Collected Information (1).xlsx,12-06-2024 LEROY & BARRY,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569507,Scots Bay,45.06666667,-65,NA,Brunswick Provider,Purse Seine,Connors,102,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,12-08-2024 Brunswick Provider,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564585,Scots Bay,45.16775,-64.9565,NA,MORNING STAR,Purse Seine,Scotia Gardens,63,2024 Tag Returns,Herring Research Tags Collected Information (1).xlsx,12-08-2024 MORNING STAR,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
529460,Grand Manan,44.58333333,-66.60166667,NA,LEROY & BARRY,Purse Seine,Scotia Gardens,98,2024 Tag Returns,Herring Research Tags Collected Information (1).xlsx,13-06-2024 LEROY & BARRY,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
528811,UNKNOWN,43.285,-66.11333333,NA,Lady Melissa,Purse Seine,Comeau,136,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,13-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
574694,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,RK Murphy,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,15-09-2023 Fundy Monarch,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564756,UNKNOWN,43.275,-66.38333333,NA,Lady Melissa,Purse Seine,Comeau,171,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,15-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567493,UNKNOWN,43.275,-66.38333333,NA,Lady Melissa,Purse Seine,Comeau,171,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,15-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
500534,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,RK Murphy,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
577946,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
514040,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Seacreast,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
577445,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Seacreast,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569057,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
569147,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567157,UNKNOWN,43.25,-66.36666667,NA,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used FM as Connors vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564179,Scots Bay,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,88,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,17-09-2024 Fundy Monarch,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
471737,Scots Bay,45.13333333,-65.05,NA,Fundy Monarch,Purse Seine,Connors,88,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,17-09-2024 Fundy Monarch,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567218,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
502001,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
556292,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
473464,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
517984,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
510556,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
557217,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
567458,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
498347,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
500573,Scots Bay,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
594122,Scots Bay,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
590350,Scots Bay,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
507864,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
495950,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
495668,Scots Bay,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
561231,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564633,Scots Bay,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
512790,Other,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
561649,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
559915,UNKNOWN,NA,NA,NA,UNKOWN,Purse Seine,Website,NA,2024 Tag Returns,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
532292,German Bank,43.29833333,-66.135,NA,Lady Melissa,Purse Seine,Comeau,132,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,18-09-2023 Lady Melissa,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
522966,UNKNOWN,43.26833333,-66.35166667,NA,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used LM as Comeau vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
502414,UNKNOWN,43.26833333,-66.35166667,NA,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used LM as Comeau vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
528324,German Bank,43.29066667,-66.12233333,NA,Lady Janice,Purse Seine,Comeau,58,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,19-09-2023 Lady Janice,NA,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
564740,UNKNOWN,43.26833333,-66.35166667,NA,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns,Connors Fish Tag Data 2024.xlsx,NA,Used LM as Comeau vessel that had the biggest catch on the day.,Invalid returnedDate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
