id,Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,ground,plankton_ID,Date,Lat,Lon,Year,Survey
10K100766_20170622_000532,25.05,24.93,8.03020434,32866.67993,49752.46231,31.39022408,1478.528545,1024.551081,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,25.35,25.23,8.028227392,32866.39321,49755.00626,31.39155871,1478.52758,1024.553786,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,25.65,25.53,8.02829518,32869.31819,49759.33213,31.39445967,1478.536343,1024.557428,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,25.95,25.83,8.022083835,32863.79346,49760.32649,31.3940466,1478.517082,1024.559366,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,26.25,26.13,8.019705451,32856.33677,49752.61941,31.38815119,1478.50564,1024.556458,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,26.55,26.43,8.021261205,32860.75912,49756.9716,31.3913038,1478.520384,1024.560085,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,26.85,26.73,8.023338597,32865.20451,49760.57223,31.39401285,1478.536567,1024.56329,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,27.15,27.02,8.019095903,32857.50833,49755.31193,31.38953551,1478.519776,1024.56176,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,27.45,27.32,8.012555159,32860.57181,49769.80978,31.39850983,1478.510871,1024.571107,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,27.75,27.62,8.004139962,32846.74998,49761.56024,31.39128631,1478.474771,1024.568017,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,28.05,27.92,8.003782804,32844.99509,49759.44014,31.38961396,1478.476255,1024.568133,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,28.35,28.22,8.005068373,32848.30469,49762.51574,31.39183182,1478.488816,1024.571066,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,28.65,28.52,8.006443161,32848.59891,49760.88873,31.39077638,1478.497665,1024.571418,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,28.95,28.82,8.005797173,32846.57946,49758.80341,31.38908298,1478.498022,1024.571559,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,29.25,29.11,7.995407174,32835.35278,49757.45959,31.38637573,1478.459975,1024.572292,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,29.55,29.41,7.988754386,32827.32155,49755.32141,31.38370007,1478.43621,1024.572517,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,29.85,29.71,7.984821206,32829.53642,49764.61175,31.38943997,1478.43323,1024.578955,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,30.15,30.01,7.983461394,32827.82294,49764.06592,31.38871003,1478.432055,1024.579952,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,30.45,30.31,7.982521326,32827.69528,49765.29076,31.38928378,1478.434095,1024.581912,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,30.75,30.61,7.983482795,32825.92674,49761.15916,31.38641333,1478.439124,1024.580901,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,31.05,30.91,7.982609745,32829.70197,49768.19941,31.39106221,1478.446465,1024.586048,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,31.35,31.2,7.981734917,32825.20863,49762.70762,31.38695177,1478.442954,1024.584325,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,31.65,31.5,7.980556484,32825.06827,49764.27291,31.38772585,1478.444333,1024.586476,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,31.95,31.8,7.981098215,32825.02843,49763.39511,31.38706351,1478.450495,1024.587256,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,32.25,32.1,7.982148045,32821.37603,49756.27419,31.38211789,1478.453292,1024.584604,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,32.55,32.4,7.982676394,32822.12511,49756.61271,31.38230354,1478.460452,1024.586051,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,32.85,32.7,7.980232603,32827.91174,49769.07249,31.39049243,1478.466184,1024.594198,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,33.15,33,7.980229343,32824.77677,49764.3246,31.38703938,1478.466812,1024.592867,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,33.45,33.29,7.98193238,32820.38087,49755.0909,31.38072022,1478.4704,1024.589045,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,33.75,33.59,7.985307253,32822.15966,49752.69656,31.37944435,1478.486608,1024.58894,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,34.05,33.89,7.98545579,32826.68312,49759.32928,31.38396919,1478.497692,1024.593844,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,34.35,34.19,7.985676122,32826.92688,49759.36639,31.38389569,1478.503357,1024.595132,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,34.65,34.49,7.987734116,32826.62758,49755.80843,31.38159904,1478.513278,1024.594414,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,34.95,34.79,7.98938018,32827.24523,49754.2619,31.38064326,1478.523288,1024.594806,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,35.25,35.09,7.98997033,32826.34974,49752.01464,31.37903145,1478.528458,1024.594834,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,35.55,35.39,7.985354146,32825.68134,49757.96409,31.38232832,1478.51985,1024.599454,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,35.85,35.68,7.981264768,32822.76263,49759.70882,31.3827691,1478.509713,1024.601758,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,36.15,35.98,7.975487219,32813.30809,49754.09138,31.37779831,1478.486434,1024.600058,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,36.45,36.28,7.974075938,32815.01593,49758.81052,31.38073947,1478.489607,1024.603942,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,36.75,36.58,7.97314654,32814.12935,49758.86865,31.38049932,1478.490679,1024.605262,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,37.05,36.88,7.971854299,32810.58341,49755.44159,31.37776639,1478.48728,1024.604679,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,37.35,37.18,7.97385166,32817.25202,49762.53966,31.38290765,1478.506182,1024.609803,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,37.65,37.48,7.972047482,32814.44602,49761.00747,31.38141808,1478.50237,1024.610268,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,37.95,37.77,7.970801601,32812.81005,49760.40688,31.38066762,1478.501602,1024.611233,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,38.25,38.07,7.968127071,32807.45875,49756.32781,31.3772609,1478.492094,1024.610318,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,38.55,38.37,7.970581439,32812.48944,49760.25295,31.38025699,1478.510085,1024.613695,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,38.85,38.67,7.973265962,32816.78592,49762.7168,31.38226824,1478.527733,1024.616267,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,39.15,38.97,7.972968064,32816.91439,49763.3612,31.3825374,1478.531846,1024.617897,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,39.45,39.27,7.97008399,32804.85547,49749.42661,31.37221076,1478.51297,1024.611585,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,39.75,39.57,7.97052228,32816.48481,49766.40122,31.38400748,1478.534165,1024.622151,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,40.05,39.86,7.97057132,32812.51497,49760.30693,31.37962239,1478.533838,1024.620081,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,40.35,40.16,7.97156929,32810.74613,49756.11844,31.37671889,1478.538966,1024.619038,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,40.65,40.46,7.969505038,32814.62531,49765.11669,31.3825468,1478.543222,1024.625279,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
10K100766_20170622_000532,40.95,40.76,7.969451865,32813.18413,49763.01132,31.38093306,1478.545937,1024.625397,Scots Bay,SB2017-01,2017-06-22,45.115,-65.24,2017,1
