Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2025-08-11T22:00:50Z,2025-08-12T00:41:52Z,-65.2352179,45.06219146,-64.71735365,45.23338281,45.30477997,Actual,8,SB,45.30477997,2025-08-11T22:00:50Z,2025-08-12T00:41:52Z,9662,9.114597753,2025,2025-08-11
FM,T02,2025-08-12T01:29:08Z,2025-08-12T03:53:00Z,-64.80070762,45.29021816,-65.22960401,45.14246591,37.73489179,Actual,8,SB,37.73489179,2025-08-12T01:29:08Z,2025-08-12T03:53:00Z,8632,8.497519932,2025,2025-08-12
LJ,T01,2025-08-11T20:24:56Z,2025-08-11T23:16:31Z,-65.23408333,45.03616667,-64.68376742,45.21540009,47.71721901,Actual,8,SB,47.71721901,2025-08-11T20:24:56Z,2025-08-11T23:16:31Z,10295,9.009678388,2025,2025-08-11
LJ,T02,2025-08-12T00:05:25Z,2025-08-12T02:55:05Z,-64.76738896,45.27338354,-65.23363653,45.11445384,40.80018103,Actual,8,SB,40.80018103,2025-08-12T00:05:25Z,2025-08-12T02:55:05Z,10180,7.790670324,2025,2025-08-12
LM,T01,2025-08-11T20:22:31Z,2025-08-11T23:12:19Z,-65.24664652,45.08478203,-64.73780909,45.25313612,44.42319991,Actual,8,SB,44.42319991,2025-08-11T20:22:31Z,2025-08-11T23:12:19Z,10188,8.475813988,2025,2025-08-11
LM,T02,2025-08-12T00:01:14Z,2025-08-12T02:21:25Z,-64.82267921,45.31162055,-65.23425513,45.1657535,36.89545497,Actual,8,SB,36.89545497,2025-08-12T00:01:14Z,2025-08-12T02:21:25Z,8411,8.526793626,2025,2025-08-12
MS,T01,2025-08-11T20:02:19Z,2025-08-11T21:17:49Z,-65.05124,45.24920167,-64.83523467,45.31644027,19.18451311,Actual,8,SB,19.18451311,2025-08-11T20:02:19Z,2025-08-11T21:17:49Z,4530,8.23214657,2025,2025-08-11
MS,T02,2025-08-11T21:25:26Z,2025-08-11T22:41:07Z,-64.85155213,45.32324171,-65.04574323,45.26454058,17.58594553,Actual,8,SB,17.58594553,2025-08-11T21:25:26Z,2025-08-11T22:41:07Z,4541,7.527915516,2025,2025-08-11
MS,T03,2025-08-11T22:45:50Z,2025-08-11T23:43:01Z,-65.04760191,45.27677202,-64.86872272,45.33162155,15.67398606,Actual,8,SB,15.67398606,2025-08-11T22:45:50Z,2025-08-11T23:43:01Z,3431,8.880128552,2025,2025-08-11
MS,T04,2025-08-11T23:50:02Z,2025-08-12T00:49:25Z,-64.8862811,45.3385392,-65.04420477,45.29096143,14.30784624,Actual,8,SB,14.30784624,2025-08-11T23:50:02Z,2025-08-12T00:49:25Z,3563,7.805827627,2025,2025-08-11
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,8,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,8,SB,47.77303994,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.06242667,-64.70985333,45.23530667,NA,Plan,8,SB,45.38099403,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.08848667,-64.73864,45.25439667,NA,Plan,8,SB,42.99208511,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.11454667,-64.76742667,45.27348667,NA,Plan,8,SB,40.60656918,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.14060667,-64.79621333,45.29257667,NA,Plan,8,SB,38.22476506,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,8,SB,35.84707291,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.25,-64.83333333,45.31666667,NA,Plan,8,SB,18.52207204,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.26305,-64.85,45.32445,NA,Plan,8,SB,17.08849167,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.27611667,-64.86666667,45.33221667,NA,Plan,8,SB,15.65388125,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.05,45.28916667,-64.88333333,45.34,NA,Plan,8,SB,14.22121072,NA,NA,NA,NA,NA,NA
