Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2026-08-09 21:32:01,2026-08-09 23:52:47,-66.37962421,43.5643075,-66.37329302,43.23234128,38.170850217
FM,T02,2026-08-10 00:26:47,2026-08-10 02:46:42,-66.23515518,43.23877823,-66.23098271,43.56330179,37.38849579
LB,T01,2026-08-09 20:08:39,2026-08-09 22:34:09,-66.436638,43.5669548,-66.43711667,43.23418978,38.0693452
LB,T02,2026-08-09 23:11:46,2026-08-10 01:58:14,-66.29670493,43.23255908,-66.29634103,43.56576301,38.36520894
LJ,T01,2026-08-09 20:36:54,2026-08-09 23:00:47,-66.49337058,43.566185,-66.49319844,43.23373982,36.972514949
LJ,T02,2026-08-09 23:34:32,2026-08-10 02:02:01,-66.35404379,43.23229764,-66.35227762,43.56688683,37.26793283
LM,T01,2026-08-09 20:30:10,2026-08-09 22:56:28,-66.46268,43.56930667,-66.46531189,43.2329097,38.03274456
LM,T02,2026-08-09 23:27:01,2026-08-10 01:54:08,-66.32498506,43.23323991,-66.32309909,43.56848446,37.95525482
MS,T01,2026-08-09 21:31:19,2026-08-09 23:45:59,-66.40884,43.556295,-66.40875705,43.23381738,37.38211572
MS,T02,2026-08-10 00:21:42,2026-08-10 02:52:57,-66.26770833,43.23684169,-66.26811783,43.56694767,39.68445707
FM,T03,2026-08-10 03:10:29,2026-08-10 04:57:01,-66.18377309,43.49868086,-66.18318371,43.24947062,28.63731409
FM,T04,2026-08-10 05:14:13,2026-08-10 07:00:00,-66.12664876,43.24881791,-66.1284206,43.49977286,28.8179157
LB,T03,2026-08-10 02:30:21,2026-08-10 04:18:17,-66.20992011,43.50376318,-66.20667876,43.24763628,29.276833
LB,T04,2026-08-10 04:38:18,2026-08-10 06:24:30,-66.14925177,43.24718571,-66.15003167,43.50438542,29.2229716
LJ,T03,2026-08-10 02:38:00,2026-08-10 04:28:47,-66.22905369,43.50083091,-66.2300082,43.24684008,28.25551827
LJ,T04,2026-08-10 04:45:20,2026-08-10 06:33:05,-66.1736797,43.24560881,-66.17194996,43.50279755,28.70251
LM,T03,2026-08-10 02:23:02,2026-08-10 04:15:01,-66.21993595,43.50942187,-66.2182939,43.24909252,29.45212236
LM,T04,2026-08-10 04:35:07,2026-08-10 06:26:23,-66.15842356,43.24890339,-66.16374625,43.5100072,29.5155936
MS,T03,2026-08-10 03:21:07,2026-08-10 05:11:35,-66.19440169,43.50139684,-66.19502694,43.24748288,29.53536927
MS,T04,2026-08-10 05:29:53,2026-08-10 07:12:56,-66.13604098,43.2474721,-66.14583763,43.49926925,29.7067058
