Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
FM,T01,-35.5,-52.85411462,0.0183902883161507,44.970109986
FM,T02,-35.5,-54.10987223,0.0137724998717121,36.04793159
LB,T01,-35.5,-58.57005244,0.00493167849037427,48.316838846
LB,T02,-35.5,-51.09447464,0.0275773503154439,38.95712477
LJ,T01,-35.5,-51.48193761,0.0252235516964367,45.409922394
LJ,T02,-35.5,-56.20571902,0.00850017952162662,37.11441784
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
