Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-51.0521718,0.027574728,23001.85529,4666.199663,20.28618824,German Bank,"19,220"
-35.5,274,-53.26478867,0.016436358,4584.285908,937.8476862,20.45787948,Seal Island,"19,220"
