Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
LB,T01,2025-10-26 19:01:27,2025-10-26 21:14:56,-66.44216034,43.56709795,-66.44269716,43.23709729,37.723163644
LB,T02,2025-10-26 22:03:51,2025-10-27 00:17:47,-66.29082056,43.2351983,-66.29067753,43.56626438,37.57022566
LJ,T01,2025-10-26 19:41:36,2025-10-26 21:59:58,-66.49205392,43.56921747,-66.49338519,43.2336537,37.372149867
LJ,T02,2025-10-26 22:45:00,2025-10-27 01:08:27,-66.3415354,43.23487325,-66.34126791,43.56627016,36.8531379
MS,T01,2025-10-26 18:51:31,2025-10-26 21:07:05,-66.39199276,43.55835318,-66.39201,43.23568024,37.769375471
MS,T02,2025-10-26 21:50:49,2025-10-27 00:05:06,-66.23746792,43.23331113,-66.23591333,43.56501511,38.24727711
LB,T03,2025-10-27 01:00:25,2025-10-27 02:56:46,-66.20905484,43.50205852,-66.20886319,43.24950694,28.9440778
LB,T04,2025-10-27 03:18:26,2025-10-27 05:03:21,-66.14538944,43.25048418,-66.14535105,43.50444101,28.8900784
LJ,T03,2025-10-27 01:51:35,2025-10-27 03:38:40,-66.23142723,43.50282479,-66.23004815,43.24920878,28.29252752
LJ,T04,2025-10-27 03:58:02,2025-10-27 05:42:22,-66.16462142,43.24959099,-66.16696001,43.50025985,27.906443
MS,T03,2025-10-27 00:40:06,2025-10-27 02:36:14,-66.1879162,43.5018654,-66.18798873,43.24986492,29.78983388
MS,T04,2025-10-27 02:57:55,2025-10-27 04:52:33,-66.12435673,43.24876821,-66.12497397,43.50202073,29.3892601
