Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T01,2024-09-15 19:43:03,2024-09-15 22:08:52,-66.49100667,43.56681629,-66.48977405,43.23739948,38.942238601
C1,T02,2024-09-15 22:42:33,2024-09-16 01:11:06,-66.3532455,43.23520366,-66.3547697,43.56491932,38.62400175
FM,T01,2024-09-15 20:33:29,2024-09-15 23:05:03,-66.47037834,43.56870947,-66.47008299,43.23380246,37.987177659
FM,T02,2024-09-15 23:41:28,2024-09-16 02:07:12,-66.33290081,43.23478826,-66.33198005,43.56718054,37.55402722
LB,T01,2024-09-15 19:29:22,2024-09-15 22:08:37,-66.40089913,43.56691515,-66.40115524,43.23490732,38.065997768
LB,T02,2024-09-15 22:49:17,2024-09-16 01:18:27,-66.26528479,43.23251244,-66.26300096,43.56570606,37.96726495
LJ,T01,2024-09-15 19:40:03,2024-09-15 22:09:06,-66.4233503,43.56840807,-66.4240869,43.23267158,37.382696434
LJ,T02,2024-09-15 22:45:14,2024-09-16 01:11:09,-66.28619912,43.23364783,-66.28599991,43.56675931,37.09777076
LM,T01,2024-09-15 19:26:36,2024-09-15 21:55:41,-66.37393667,43.57208667,-66.37783384,43.23324042,38.50917708
LM,T02,2024-09-15 22:31:28,2024-09-16 00:58:51,-66.24123084,43.23253487,-66.23944512,43.56785143,37.81438372
MS,T01,2024-09-15 19:34:10,2024-09-15 22:10:57,-66.44781371,43.56638065,-66.44725333,43.23284078,38.712928
MS,T02,2024-09-15 22:50:16,2024-09-16 01:17:53,-66.30815615,43.23452699,-66.30908121,43.56645956,38.36547016
C1,T03,2024-09-16 01:43:06,2024-09-16 03:30:55,-66.23092135,43.50213817,-66.22954171,43.24751349,29.8283147
C1,T04,2024-09-16 03:45:06,2024-09-16 05:35:52,-66.17392602,43.24796563,-66.17488233,43.50481466,30.3016579
FM,T03,2024-09-16 02:39:46,2024-09-16 04:21:35,-66.22096175,43.50351181,-66.22001335,43.24860429,28.7760392
FM,T04,2024-09-16 04:36:30,2024-09-16 06:26:39,-66.162766,43.24743213,-66.16430997,43.50498015,29.2511606
LB,T03,2024-09-16 01:47:21,2024-09-16 03:33:37,-66.19185396,43.50199827,-66.19173166,43.24715918,29.01501748
LB,T04,2024-09-16 03:53:31,2024-09-16 05:38:16,-66.13499673,43.24882199,-66.13557651,43.50441301,29.0674109
LJ,T03,2024-09-16 01:39:53,2024-09-16 03:27:10,-66.2019329,43.50416911,-66.20138801,43.24957945,28.32089648
LJ,T04,2024-09-16 03:43:24,2024-09-16 05:35:52,-66.144415,43.24810432,-66.14374311,43.50188039,28.2803819
LM,T03,2024-09-16 01:22:58,2024-09-16 03:14:25,-66.18197482,43.50119183,-66.18227739,43.24614287,28.81809991
LM,T04,2024-09-16 03:32:00,2024-09-16 05:23:38,-66.12372456,43.24944612,-66.12517636,43.50002058,28.3566468
MS,T03,2024-09-16 01:50:17,2024-09-16 03:28:35,-66.21105771,43.50205985,-66.21095667,43.24709864,29.2106822
MS,T04,2024-09-16 03:47:05,2024-09-16 05:40:59,-66.15287456,43.24847873,-66.15584493,43.50774881,30.039197
