Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.44733333,43.23333333,-66.44733333
V2,43.56666667,-66.42848485,43.23333333,-66.42848485
V3,43.56666667,-66.40963636,43.23333333,-66.40963636
V4,43.56666667,-66.39078788,43.23333333,-66.39078788
V5,43.56666667,-66.37193939,43.23333333,-66.37193939
V6,43.56666667,-66.35309091,43.23333333,-66.35309091
V1,43.56666667,-66.33424242,43.23333333,-66.33424242
V2,43.56666667,-66.31539394,43.23333333,-66.31539394
V3,43.56666667,-66.29654545,43.23333333,-66.29654545
V4,43.56666667,-66.27769697,43.23333333,-66.27769697
V5,43.56666667,-66.25884848,43.23333333,-66.25884848
V6,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.22045455,43.2475,-66.22045455
V3,43.502,-66.21090909,43.2475,-66.21090909
V4,43.502,-66.20136364,43.2475,-66.20136364
V5,43.502,-66.19181818,43.2475,-66.19181818
V6,43.502,-66.18227273,43.2475,-66.18227273
V1,43.502,-66.17272727,43.2475,-66.17272727
V2,43.502,-66.16318182,43.2475,-66.16318182
V3,43.502,-66.15363636,43.2475,-66.15363636
V4,43.502,-66.14409091,43.2475,-66.14409091
V5,43.502,-66.13454545,43.2475,-66.13454545
V6,43.502,-66.125,43.2475,-66.125
