Ground,id,Survey.No,Date,StartTime,Sample,Vessel.No,ExtraBox,EVessel,NVessel,PlanktonVessel,No_jars,Lon1,Lat1,Lon2,Lat2,Time1,Time2,TowTime,AirTemp,Speed,Heading,TideDirection,AvgTowDepth,MaxTowDepth,CTD_ID,AvgTemp,AvgSalinity,WindDirection,WindSpeed,Swell,FlowReading1,FlowReading2,DepthDiscD,DepthDiscA,Month,Year,Day,NoRevs,DistanceCalc,Volume
SB,SB2022-05,3,26/06/2022,NA,Y,7,Both,Canada 100,Sealife II,Lady Janice II,1,-65.2465,45.04816667,-65.231,45.0554,20:07:00,20:17:00,00:10:00,23,4.8,70,with,9.74,15.52,10K100766_20220627_000044,10.13,29.95,N,6,0,653190,686507,6.5,6,26,2022,6,33317,895.327741,2812.6720983515
SB,SB2022-06,3,26/06/2022,NA,Y,7,Both,Canada 100,Sealife II,Lady Janice II,1,-65.20116667,45.05516667,-65.18266667,45.0645,20:32:00,20:42:00,00:10:00,23,4.7,70,with,19.9,30.67,10K100766_20220627_000044,10.13,29.95,N,6,0,686507,727270,6.5,6,26,2022,6,40763,1095.424099,3441.2748070085004
SB,SB2022-07,4,10/07/2022,NA,Y,5,East,Leroy and Barry,NA,Lady Janice II,1,-65.2253,45.0607,-65.2082,45.0708,19:56:00,20:06:00,00:10:00,19,4.5,46,with,19.55,32.31,10K100766_20220710_234116,11.42,30.24,SE,10,0.25,727294,757308,7,6,10,2022,7,30014,806.566222,2533.8277864130005
SB,SB2022-08,4,10/07/2022,NA,Y,5,East,Leroy and Barry,NA,Lady Janice II,1,-65.2077,45.0632,-65.2212,45.0578,20:16:00,20:26:00,00:10:00,19,4.3,245,against,9.65,19.01,10K100766_20220710_234116,11.42,30.24,SE,10,0.25,757308,831626,7,6,10,2022,7,74318,1997.147614,6274.039229381
SB,SB2022-09,5,26/07/2022,NA,Y,7,East,Lady Melissa,NA,Lady Janice II,1,-65.219,45.0608,-65.206,45.0682,19:55:00,20:06:00,00:11:00,20,4.3,45,with,NA,NA,10K100766_20220726_235011,13.01,30.04,NA,NA,1,831689,855776,6,5,26,2022,7,24087,647.289951,2033.4613810665
SB,SB2022-10,5,26/07/2022,NA,Y,7,East,Lady Melissa,NA,Lady Janice II,1,-65.2092,45.0678,-65.2137,45.0662,20:13:00,20:24:00,00:11:00,20,1.6,270,against,NA,NA,10K100766_20220726_235011,13.01,30.04,NA,NA,1,855776,896114,6,5,26,2022,7,40338,1084.003074,3405.395656971
SB,SB2022-11,6,07/08/2022,21:00:00,Y,8,Both,Morning Star,Brunswick Provider,Lady Janice II,1,-65.2268,45.0615,-65.2127,45.068,18:41:00,18:51:00,00:10:00,25,4.5,60,with,4.74,8.8,10K100766_20220807_221957,13.43,30.49,SW,29,1,896175,924397,NA,NA,7,2022,8,28222,758.409806,2382.544405549
SB,SB2022-12,6,07/08/2022,21:00:00,Y,8,Both,Morning Star,Brunswick Provider,Lady Janice II,1,-65.2097,45.0673,-65.2153,45.0655,18:55:00,19:05:00,00:10:00,25,2,247,against,1.61,6.42,10K100766_20220807_221957,13.43,30.49,SW,29,1,924397,960589,NA,NA,7,2022,8,36192,972.587616,3055.3839956640004
GB,GB2022-01,1,14/08/2022,NA,Y,8,NA,NA,NA,Lady Janice II,2,-66.3506,43.5683,-66.352,43.559,19:17:00,19:27:00,00:10:00,19,3.9,87,with,1.87,3.46,10K100766_20220814_225326,12.06,31.17,NW,14,0.25,960584,985785,4,3.5,14,2022,8,25201,677.226473,2127.5069649295
GB,GB2022-02,1,14/08/2022,NA,Y,8,NA,NA,NA,Lady Janice II,1,-66.354,43.5608,-66.3562,43.5647,19:33:00,19:43:00,00:10:00,19,1.6,337,against,2.48,6.04,10K100766_20220814_225326,12.06,31.17,NW,14,0.25,985785,1008107,4,3.5,14,2022,8,22322,599.859106,1884.4573814990001
GB,GB2022-03,2,28/08/2022,NA,Y,9,NA,NA,NA,Lady Janice II,2,-66.35983333,43.57,-66.3565,43.564,19:26:00,19:36:00,00:10:00,19,2.3,152,against,7.28,13.62,10K100766_20220828_224950,13.51,31.15,NW,10,0.25,11518,18860,9,8.5,28,2022,8,7342,197.301566,619.8228695890001
SB,SB2022-13,8,05/09/2022,NA,Y,7,No,NA,NA,Lady Janice II,1,-65.217,45.0548,-65.208,45.0605,18:15:00,18:25:00,00:10:00,19,3.2,51,with,5.43,9.47,10K100766_20220905_215001,13.92,30.94,N,10,0.25,18873,29679,4,3.5,5,2022,9,10806,290.389638,912.259047777
SB,SB2022-14,8,05/09/2022,NA,Y,7,No,NA,NA,Lady Janice II,1,-65.213,45.0597,-65.218,45.0558,18:30:00,18:40:00,00:10:00,19,2,223,against,2.15,3.73,10K100766_20220905_215001,13.92,30.94,N,10,0.25,29679,70707,4,3.5,5,2022,9,41028,1102.545444,3463.6465123260004
GB,GB2022-04,3,11/09/2022,NA,Y,9,NA,NA,NA,Lady Janice II,1,-66.358,43.571,-66.355,43.564,18:48:00,18:58:00,00:10:00,21,2.8,158,with,2.956,5.696,10K100766_20220911_222226,12.4357,30.8519,NW,16,0,70715,101253,9.5,9,11,2022,9,30538,820.647674,2578.0646678710004
GB,GB2022-05,3,11/09/2022,NA,Y,9,NA,NA,NA,Lady Janice II,1,-66.358,43.561,-66.361,43.551,19:04:00,19:14:00,00:10:00,21,2,339,against,4.597,7.63,10K100766_20220911_222226,12.4357,30.8519,NW,16,0,101253,126884,9.5,9,11,2022,9,25631,688.781863,2163.8082226145
SB,SB2022-15,9,18/09/2022,NA,Y,4,No,NA,NA,Morning Star,1,-65.249,45.037,-65.242,45.04,18:16:00,18:26:00,00:10:00,12,NA,90,with,5.64,9.11,10K100766_20220918_221928,13.26,30.99,NW,5,0,126884,139854,12,11,18,2022,9,12970,348.54281,1094.947237615
SB,SB2022-16,9,18/09/2022,NA,Y,4,No,NA,NA,Morning Star,1,-65.186,45.071,-65.194,45.067,18:52:00,19:02:00,00:10:00,12,NA,258,against,1.41,1.41,10K100766_20220918_221928,13.26,30.99,NW,5,0,139854,167454,12,11,18,2022,9,27600,741.6948,2330.0342142
GB,GB2022-06,4,25/09/2022,20:00:00,Y,9,NA,NA,NA,Lady Janice II,1,-66.35666667,43.56966667,-66.358,43.56333333,18:57:00,19:07:00,00:10:00,15,NA,187,against,1.68,4.01,10K100766_20220925_2232222,12.77,31.07,S,26,1,167750,189732,NA,NA,25,2022,9,21982,590.722286,1855.7540614690004
GB,GB2022-07,4,25/09/2022,20:00:00,Y,9,NA,NA,NA,Lady Janice II,1,-66.361,43.56066667,-66.36316667,43.56766667,19:12:00,19:22:00,00:10:00,15,NA,347,with,2.42,4.7,10K100766_20220925_2232222,12.77,31.07,S,26,1,189732,224990,NA,NA,25,2022,9,35258,947.488234,2976.534287111
GB,GB2022-08,5,10/10/2022,NA,Y,9,NA,NA,NA,Lady Janice II,1,-66.3545,43.5707,-66.3525,43.5633,18:51:00,19:01:00,00:10:00,10,NA,169,with,8.104,12.32,10K100766_20221010_222234,12.61,30.74,SW,6,0.25,224993,240979,NA,NA,10,2022,10,15986,429.591778,1349.562570587
GB,GB2022-09,5,10/10/2022,NA,Y,9,NA,NA,NA,Lady Janice II,1,-66.3592,43.5622,-66.3627,43.5683,19:05:00,19:15:00,00:10:00,10,NA,332,against,2.98,4.74,10K100766_20221010_222234,12.61,30.74,SW,6,0.25,240979,254146,NA,NA,10,2022,10,13167,353.836791,1111.5782789265002
GB,GB2022-10,6,23/10/2022,NA,N,5,NA,NA,NA,Lady Janice II,1,-66.353,43.568,-66.353,43.561,17:56:00,18:06:00,00:10:00,13,NA,176,against,3.141,5.4769,10K100766_20221023_213253,12.9,30.42,E,10,0.5,254251,265040,9,8.5,23,2022,10,10789,289.932797,910.8238817755
GB,GB2022-11,6,23/10/2022,NA,N,5,NA,NA,NA,Lady Janice II,1,-66.357,43.562,-66.36,43.567,18:12:00,18:22:00,00:10:00,13,NA,340,with,5.954,9.046,10K100766_20221023_213253,12.9,30.42,E,10,0.5,265040,270456,9,8.5,23,2022,10,5416,145.544168,457.22700377200005
SB,SB2023-01,1,22/05/2023,21:00:00,N,4,Both,Morning Star,Fundy Monarch,Sealife II,1,-65.20833333,45.07833333,-65.21,45.07666667,04:05:00,04:15:00,00:10:00,5,2.5,270,with,NA,NA,NA,NA,NA,N,6,0.25,273230,297875,9,8,22,2023,5,24645,662.285085,2080.5685945275
SB,SB2023-02,1,22/05/2023,21:00:00,N,4,Both,Morning Star,Fundy Monarch,Sealife II,1,-65.21833333,45.07,-65.225,45.06833333,04:25:00,04:35:00,00:10:00,5,2.5,60,against,NA,NA,NA,NA,NA,N,6,0.25,297875,316516,9,8,22,2023,5,18641,500.939593,1573.7017314095
SB,SB2023-03,2,06/06/2023,21:00:00,Y,8,Both,Tasha Marie,Brunswick Provider,Lady Janice II,1,-65.22553333,45.04615,-65.21943333,45.04903333,20:35:00,20:45:00,00:10:00,9,2,53,with,NA,NA,NA,NA,NA,W,21,0.25,316522,339043,9,8.5,6,2023,6,22521,605.206833,1901.2572658695
SB,SB2023-04,2,06/06/2023,21:00:00,Y,8,Both,Tasha Marie,Brunswick Provider,Lady Janice II,1,-65.22455,45.04245,-65.23183333,45.03863333,20:52:00,21:02:00,00:10:00,9,2.2,234,against,NA,NA,NA,NA,NA,W,21,0.25,339043,374441,9,8.5,6,2023,6,35398,951.250454,2988.3533012410003
SB,SB2023-05,3,06/18/2023,20:30:00,Y,5,Both,Lady Janice II,Sealife II,Lady Janice II,1,-65.17,45.08783333,-65.178,45.0875,07:46:00,07:56:00,00:10:00,6,2.2,264,with,NA,NA,10K100766_20230619_112613,8.83,31.46,W,14,0.25,374505,398897,9,8,6,2023,18,24392,655.486216,2059.2099475640002
SB,SB2023-06,3,06/18/2023,20:30:00,Y,5,Both,Lady Janice II,Sealife II,Lady Janice II,1,-65.17833333,45.0825,-65.18333333,45.07666667,08:00:00,08:10:00,00:10:00,6,2.4,208,with,NA,NA,10K100766_20230619_112613,8.83,31.46,W,14,0.25,398897,428899,9,8,6,2023,18,30002,806.243746,2532.814728059
