Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,805,-48.2403761072959,0.0525830549262243,42831.0054636793,28367.9322850442,66.2322352182467,German Bank
-35.5,267,-50.1331160441999,0.0343832179241896,9187.54875928181,4577.48494423462,49.8227009637382,Seal Island
